Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Sigma,"Norm.
var",Mu4,Mu4-3,Time
512,10,-0.03408203125,6.608956232070947,2.5707890290863906,0.9748432815491702,2.791428091620749,-0.208571908379251,7.562151ms
