Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,50000000,-0.00000928359375,4.080391264471521,2.019997837739318,0.9999907057562928,2.9999227985982215,-0.00007720140177847057,6162.247625415s
