Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,1000000,0.000096400390625,4.08024201784881,2.0199608951286185,1.0000322841039522,2.9999901788216716,-0.000009821178328373037,384.1981565s
