Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Est. Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,100000,0,4.08160548828124980503,2.02029836615319036142,4.08012376953125,49.94048111328125116870,46.94048111328125116870,8.206756315s
