Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Est. Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,100000,208922192,4.08106726562500021771,2.02016515800688933879,4.08073072265625,49.95178986328124892680,46.95178986328124892680,12.526981942s
