Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Sigma,"Norm.
var",Mu4,Mu4-3,Time
512,10,-0.03125,6.471356201171875,2.5438860432754993,0.9975591053951535,2.9827464785566624,-0.017253521443337583,6.016394ms
