Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Est. Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,100000,4.0811316796875,4.08044503906250000114,2.02001114825203398340,4.08112283203125,49.93698064453125340378,46.93698064453125340378,12.467020033s
