Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Est. Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,1000000,0,4.08079194726562466400,2.02009701432025901013,2.0198818192872143,24.72793678589390253819,21.72793678589390253819,83.987727672s
