Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,1000000,0.000009623046875,4.080596514170569,2.0200486415357846,0.9998864377867595,2.9994511953674325,-0.0005488046325674567,130.833030992s
