Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Est. Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,100000000,0,4.08042933492187476219,2.02000726110622563780,0.9999975377702086,3.00000762401281972913,0.00000762401281972913,7996.972927864s
