Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,1000000,-0.000056431640625,4.080360677734375,2.019990266742485,1.0000373037833714,3.000569321445558,0.000569321445558213,124.529266946s
