Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Est. Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,100000,0.00048169921875,4.07903916015624989910,2.01966313036512357115,4.0808548046875,49.94206714843750205546,46.94206714843750205546,12.488597332s
