Deg,"Num
Vectors",Mu,"Var
(Exp(X^2))",Est. Sigma,"Norm.
var",Mu4,Mu4-3,Time
256,1000000,0,4.08032452343749962864,2.01998131759615517922,0.9998767197476167,2.99913313073845877454,-0.00086686926154122546,81.150514514s
512,1000000,0,6.53355374121093745998,2.55608171645801229843,0.9999502016261356,2.99990314361021281897,-0.00009685638978718103,172.822300008s
1024,1000000,0,6.74934110644531237710,2.59794940413498265386,1.0000450700099526,3.00027482131813538757,0.00027482131813538757,380.151797262s
